epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,3131.88,0.49963,0.27532,1.00713,1,0.99904,0.995,0.81356,0.86201,0.30636,1.50033,0.0001388,0.0001388,0.0001388
190,3148.39,0.49338,0.27145,1.02281,0.99899,1,0.995,0.80833,0.86094,0.29749,1.50181,0.0001289,0.0001289,0.0001289
191,3169.3,0.47101,0.22846,1.02966,0.9971,1,0.995,0.80355,0.84401,0.30674,1.52091,0.000119,0.000119,0.000119
192,3184.9,0.45648,0.22369,1.01095,0.9977,1,0.995,0.7964,0.85731,0.2998,1.51315,0.0001091,0.0001091,0.0001091
193,3200.55,0.45511,0.21287,1.00989,0.9975,1,0.995,0.8044,0.87216,0.30385,1.53133,9.92e-05,9.92e-05,9.92e-05
194,3216.23,0.44706,0.21239,0.99846,0.99746,1,0.995,0.80169,0.86434,0.29569,1.48949,8.93e-05,8.93e-05,8.93e-05
195,3232.16,0.45103,0.20712,1.0018,0.99744,1,0.995,0.80707,0.87117,0.29323,1.49785,7.94e-05,7.94e-05,7.94e-05
196,3248.4,0.44225,0.20618,0.99801,0.99754,1,0.995,0.80251,0.87882,0.30269,1.49947,6.95e-05,6.95e-05,6.95e-05
197,3264.38,0.43607,0.20951,0.99463,0.99735,1,0.995,0.80497,0.87941,0.29844,1.51102,5.96e-05,5.96e-05,5.96e-05
198,3280.56,0.45004,0.21153,0.99486,0.99742,1,0.995,0.80264,0.88194,0.29868,1.5095,4.97e-05,4.97e-05,4.97e-05
199,3296.42,0.44399,0.2046,0.98824,0.9974,1,0.995,0.80071,0.87819,0.2929,1.51458,3.98e-05,3.98e-05,3.98e-05
200,3312.35,0.44709,0.20479,0.98549,0.99728,1,0.995,0.80421,0.87392,0.29197,1.49881,2.99e-05,2.99e-05,2.99e-05
